Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type
ENSG00000167359	ENSG00000167359.8	ENST00000380211	ENST00000380211.1	OR51I1	olfactory receptor family 51 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15200]	11	5440570	5441514	protein_coding
ENSG00000176239	ENSG00000176239.7	ENST00000380219	ENST00000380219.1	OR51B6	olfactory receptor family 51 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:19600]	11	5351508	5352446	protein_coding
ENSG00000183251	ENSG00000183251.4	ENST00000380224	ENST00000380224.2	OR51B4	olfactory receptor family 51 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:14708]	11	5301014	5301946	protein_coding
ENSG00000138613	ENSG00000138613.14	ENST00000380343	ENST00000380343.8	APH1B	aph-1 homolog B, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:24080]	15	63276018	63309126	protein_coding
ENSG00000205495	ENSG00000205495.1	ENST00000380370	ENST00000380370.1	OR52J3	olfactory receptor family 52 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:14799]	11	5046526	5047461	protein_coding
ENSG00000205496	ENSG00000205496.1	ENST00000380371	ENST00000380371.1	OR51A2	olfactory receptor family 51 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:14764]	11	4954772	4955713	protein_coding
ENSG00000176900	ENSG00000176900.2	ENST00000380378	ENST00000380378.1	OR51T1	olfactory receptor family 51 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:15205]	11	4881819	4882883	protein_coding
ENSG00000167346	ENSG00000167346.9	ENST00000380390	ENST00000380390.6	MMP26	matrix metallopeptidase 26 [Source:HGNC Symbol;Acc:HGNC:14249]	11	4704784	4992431	protein_coding
ENSG00000205502	ENSG00000205502.4	ENST00000380392	ENST00000380392.4	C2CD4B	C2 calcium dependent domain containing 4B [Source:HGNC Symbol;Acc:HGNC:33628]	15	62163535	62165285	protein_coding
ENSG00000137776	ENSG00000137776.17	ENST00000380516	ENST00000380516.7	SLTM	SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]	15	58879050	58933679	protein_coding
ENSG00000110619	ENSG00000110619.18	ENST00000380525	ENST00000380525.9	CARS1	cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]	11	3000922	3057613	protein_coding
ENSG00000263155	ENSG00000263155.6	ENST00000380565	ENST00000380565.8	MYZAP	myocardial zonula adherens protein [Source:HGNC Symbol;Acc:HGNC:43444]	15	57591904	57685364	protein_coding
ENSG00000110628	ENSG00000110628.16	ENST00000380574	ENST00000380574.5	SLC22A18	solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]	11	2899721	2925246	protein_coding
ENSG00000061273	ENSG00000061273.18	ENST00000380610	ENST00000380610.8	HDAC7	histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]	12	47782722	47833132	protein_coding
ENSG00000005175	ENSG00000005175.10	ENST00000380650	ENST00000380650.4	RPAP3	RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]	12	47661249	47706030	protein_coding
ENSG00000164330	ENSG00000164330.18	ENST00000380654	ENST00000380654.8	EBF1	EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]	5	158695920	159099916	protein_coding
ENSG00000129757	ENSG00000129757.15	ENST00000380725	ENST00000380725.2	CDKN1C	cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]	11	2883213	2885775	protein_coding
ENSG00000205571	ENSG00000205571.15	ENST00000380742	ENST00000380742.8	SMN2	survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]	5	70049638	70078522	protein_coding
ENSG00000015153	ENSG00000015153.15	ENST00000380790	ENST00000380790.4	YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]	12	42157104	42238349	protein_coding
ENSG00000151229	ENSG00000151229.13	ENST00000380858	ENST00000380858.1	SLC2A13	solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956]	12	39755025	40106089	protein_coding
ENSG00000140284	ENSG00000140284.11	ENST00000380902	ENST00000380902.8	SLC27A2	solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]	15	50182196	50236385	protein_coding
ENSG00000153914	ENSG00000153914.16	ENST00000380918	ENST00000380918.7	SREK1	splicing regulatory glutamic acid and lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882]	5	66139971	66183615	protein_coding
ENSG00000112851	ENSG00000112851.16	ENST00000380938	ENST00000380938.6	ERBIN	erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]	5	65883128	66082546	protein_coding
ENSG00000103995	ENSG00000103995.14	ENST00000380950	ENST00000380950.7	CEP152	centrosomal protein 152 [Source:HGNC Symbol;Acc:HGNC:29298]	15	48712928	48811146	protein_coding
ENSG00000184281	ENSG00000184281.15	ENST00000380992	ENST00000380992.5	TSSC4	tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]	11	2400488	2403878	protein_coding
ENSG00000074803	ENSG00000074803.21	ENST00000380993	ENST00000380993.8	SLC12A1	solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]	15	48178438	48304078	protein_coding
ENSG00000184281	ENSG00000184281.15	ENST00000380996	ENST00000380996.9	TSSC4	tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]	11	2400488	2403878	protein_coding
ENSG00000113595	ENSG00000113595.15	ENST00000381018	ENST00000381018.7	TRIM23	tripartite motif containing 23 [Source:HGNC Symbol;Acc:HGNC:660]	5	65589690	65625975	protein_coding
ENSG00000110651	ENSG00000110651.13	ENST00000381036	ENST00000381036.7	CD81	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	11	2376177	2397802	protein_coding
ENSG00000153015	ENSG00000153015.17	ENST00000381070	ENST00000381070.8	CWC27	CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664]	5	64766368	65102412	protein_coding
ENSG00000068796	ENSG00000068796.19	ENST00000381103	ENST00000381103.7	KIF2A	kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]	5	62306162	62391025	protein_coding
ENSG00000064201	ENSG00000064201.16	ENST00000381121	ENST00000381121.7	TSPAN32	tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]	11	2301997	2318204	protein_coding
ENSG00000180176	ENSG00000180176.15	ENST00000381175	ENST00000381175.5	TH	tyrosine hydroxylase [Source:HGNC Symbol;Acc:HGNC:11782]	11	2163929	2171815	protein_coding
ENSG00000180176	ENSG00000180176.15	ENST00000381178	ENST00000381178.5	TH	tyrosine hydroxylase [Source:HGNC Symbol;Acc:HGNC:11782]	11	2163929	2171815	protein_coding
ENSG00000155545	ENSG00000155545.20	ENST00000381199	ENST00000381199.8	MIER3	MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]	5	56919602	56971675	protein_coding
ENSG00000155545	ENSG00000155545.20	ENST00000381213	ENST00000381213.7	MIER3	MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]	5	56919602	56971675	protein_coding
ENSG00000155545	ENSG00000155545.20	ENST00000381226	ENST00000381226.7	MIER3	MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]	5	56919602	56971675	protein_coding
ENSG00000123106	ENSG00000123106.11	ENST00000381259	ENST00000381259.5	CCDC91	coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]	12	28133249	28581511	protein_coding
ENSG00000134352	ENSG00000134352.21	ENST00000381286	ENST00000381286.7	IL6ST	interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]	5	55935095	55995022	protein_coding
ENSG00000254647	ENSG00000254647.7	ENST00000381330	ENST00000381330.5	INS	insulin [Source:HGNC Symbol;Acc:HGNC:6081]	11	2159779	2161221	protein_coding
ENSG00000099869	ENSG00000099869.8	ENST00000381361	ENST00000381361.4	IGF2-AS	IGF2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:14062]	11	2140501	2148666	lncRNA
ENSG00000164287	ENSG00000164287.13	ENST00000381375	ENST00000381375.7	CDC20B	cell division cycle 20B [Source:HGNC Symbol;Acc:HGNC:24222]	5	55112971	55173177	protein_coding
ENSG00000167244	ENSG00000167244.22	ENST00000381389	ENST00000381389.5	IGF2	insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]	11	2129112	2158391	protein_coding
ENSG00000167244	ENSG00000167244.22	ENST00000381392	ENST00000381392.5	IGF2	insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]	11	2129112	2158391	protein_coding
ENSG00000111728	ENSG00000111728.11	ENST00000381424	ENST00000381424.3	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]	12	22063773	22437041	protein_coding
ENSG00000066117	ENSG00000066117.15	ENST00000381513	ENST00000381513.8	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]	12	50085200	50100707	protein_coding
ENSG00000257046	ENSG00000257046.5	ENST00000381541	ENST00000381541.7	SLCO1B3-SLCO1B7	SLCO1B3-SLCO1B7 readthrough [Source:HGNC Symbol;Acc:HGNC:54403]	12	20815674	21090245	protein_coding
ENSG00000111700	ENSG00000111700.13	ENST00000381545	ENST00000381545.8	SLCO1B3	solute carrier organic anion transporter family member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]	12	20810702	20916911	protein_coding
ENSG00000130595	ENSG00000130595.20	ENST00000381557	ENST00000381557.6	TNNT3	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	11	1919703	1938706	protein_coding
ENSG00000130595	ENSG00000130595.20	ENST00000381558	ENST00000381558.6	TNNT3	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	11	1919703	1938706	protein_coding
ENSG00000130595	ENSG00000130595.20	ENST00000381563	ENST00000381563.8	TNNT3	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	11	1919703	1938706	protein_coding
ENSG00000130595	ENSG00000130595.20	ENST00000381579	ENST00000381579.7	TNNT3	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	11	1919703	1938706	protein_coding
ENSG00000130595	ENSG00000130595.20	ENST00000381589	ENST00000381589.7	TNNT3	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	11	1919703	1938706	protein_coding
ENSG00000166762	ENSG00000166762.19	ENST00000381761	ENST00000381761.6	CATSPER2	cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810]	15	43628503	43668118	protein_coding
ENSG00000149483	ENSG00000149483.13	ENST00000381787	ENST00000381787.2	TMEM138	transmembrane protein 138 [Source:HGNC Symbol;Acc:HGNC:26944]	11	61361964	61377890	protein_coding
ENSG00000168621	ENSG00000168621.15	ENST00000381826	ENST00000381826.8	GDNF	glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]	5	37812677	37840041	protein_coding
ENSG00000113569	ENSG00000113569.16	ENST00000381843	ENST00000381843.6	NUP155	nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]	5	37288137	37371106	protein_coding
ENSG00000134551	ENSG00000134551.13	ENST00000381847	ENST00000381847.7	PRH2	proline rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:HGNC:9367]	12	10929236	10934845	protein_coding
ENSG00000168781	ENSG00000168781.24	ENST00000381879	ENST00000381879.8	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023]	15	43533462	43590208	protein_coding
ENSG00000168781	ENSG00000168781.24	ENST00000381885	ENST00000381885.5	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023]	15	43533462	43590208	protein_coding
ENSG00000205809	ENSG00000205809.11	ENST00000381901	ENST00000381901.5	KLRC2	killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]	12	10426854	10442300	protein_coding
ENSG00000205809	ENSG00000205809.11	ENST00000381902	ENST00000381902.7	KLRC2	killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]	12	10426854	10442300	protein_coding
ENSG00000205810	ENSG00000205810.9	ENST00000381903	ENST00000381903.2	KLRC3	killer cell lectin like receptor C3 [Source:HGNC Symbol;Acc:HGNC:6376]	12	10412315	10420595	protein_coding
ENSG00000130598	ENSG00000130598.17	ENST00000381905	ENST00000381905.3	TNNI2	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]	11	1838981	1841680	protein_coding
ENSG00000130598	ENSG00000130598.17	ENST00000381906	ENST00000381906.5	TNNI2	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]	11	1838981	1841680	protein_coding
ENSG00000130598	ENSG00000130598.17	ENST00000381911	ENST00000381911.6	TNNI2	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]	11	1838981	1841680	protein_coding
ENSG00000079215	ENSG00000079215.15	ENST00000381918	ENST00000381918.4	SLC1A3	solute carrier family 1 member 3 [Source:HGNC Symbol;Acc:HGNC:10941]	5	36596588	36688334	protein_coding
ENSG00000149043	ENSG00000149043.17	ENST00000381968	ENST00000381968.7	SYT8	synaptotagmin 8 [Source:HGNC Symbol;Acc:HGNC:19264]	11	1828307	1837521	protein_coding
ENSG00000145014	ENSG00000145014.18	ENST00000381975	ENST00000381975.7	TMEM44	transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]	3	194587673	194633689	protein_coding
ENSG00000067369	ENSG00000067369.14	ENST00000382039	ENST00000382039.7	TP53BP1	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	15	43403061	43510728	protein_coding
ENSG00000289791	ENSG00000289791.1	ENST00000382068	ENST00000382068.3		novel protein	5	33997007	34008084	protein_coding
ENSG00000242110	ENSG00000242110.9	ENST00000382085	ENST00000382085.7	AMACR	alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]	5	33986165	34008104	protein_coding
ENSG00000164175	ENSG00000164175.15	ENST00000382102	ENST00000382102.7	SLC45A2	solute carrier family 45 member 2 [Source:HGNC Symbol;Acc:HGNC:16472]	5	33944623	33984693	protein_coding
ENSG00000090512	ENSG00000090512.12	ENST00000382134	ENST00000382134.7	FETUB	fetuin B [Source:HGNC Symbol;Acc:HGNC:3658]	3	186635969	186653141	protein_coding
ENSG00000090512	ENSG00000090512.12	ENST00000382136	ENST00000382136.3	FETUB	fetuin B [Source:HGNC Symbol;Acc:HGNC:3658]	3	186635969	186653141	protein_coding
ENSG00000205864	ENSG00000205864.1	ENST00000382160	ENST00000382160.1	KRTAP5-6	keratin associated protein 5-6 [Source:HGNC Symbol;Acc:HGNC:23600]	11	1697195	1697755	protein_coding
ENSG00000058866	ENSG00000058866.15	ENST00000382164	ENST00000382164.8	DGKG	diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853]	3	186105668	186362234	protein_coding
ENSG00000205865	ENSG00000205865.4	ENST00000382166	ENST00000382166.2	FAM99B	family with sequence similarity 99 member B [Source:HGNC Symbol;Acc:HGNC:32369]	11	1683269	1685629	lncRNA
ENSG00000205869	ENSG00000205869.2	ENST00000382171	ENST00000382171.2	KRTAP5-1	keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596]	11	1584342	1585283	protein_coding
ENSG00000154162	ENSG00000154162.15	ENST00000382254	ENST00000382254.6	CDH12	cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]	5	21750673	22853344	protein_coding
ENSG00000145526	ENSG00000145526.12	ENST00000382275	ENST00000382275.6	CDH18	cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]	5	19471296	20575873	protein_coding
ENSG00000250510	ENSG00000250510.8	ENST00000382315	ENST00000382315.7	GPR162	G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693]	12	6821624	6829972	protein_coding
ENSG00000114867	ENSG00000114867.22	ENST00000382330	ENST00000382330.7	EIF4G1	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]	3	184314495	184335358	protein_coding
ENSG00000177030	ENSG00000177030.19	ENST00000382409	ENST00000382409.4	DEAF1	DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]	11	644233	707118	protein_coding
ENSG00000168970	ENSG00000168970.22	ENST00000382448	ENST00000382448.8	JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough [Source:HGNC Symbol;Acc:HGNC:34449]	15	41828095	41848155	protein_coding
ENSG00000161203	ENSG00000161203.14	ENST00000382456	ENST00000382456.7	AP2M1	adaptor related protein complex 2 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:564]	3	184174689	184184214	protein_coding
ENSG00000186090	ENSG00000186090.11	ENST00000382489	ENST00000382489.3	HTR3D	5-hydroxytryptamine receptor 3D [Source:HGNC Symbol;Acc:HGNC:24004]	3	184031544	184039369	protein_coding
ENSG00000169777	ENSG00000169777.7	ENST00000382492	ENST00000382492.4	TAS2R1	taste 2 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14909]	5	9627347	9712378	protein_coding
ENSG00000114770	ENSG00000114770.17	ENST00000382494	ENST00000382494.6	ABCC5	ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]	3	183919934	184017939	protein_coding
ENSG00000010278	ENSG00000010278.15	ENST00000382515	ENST00000382515.7	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	12	6199715	6238271	protein_coding
ENSG00000010278	ENSG00000010278.15	ENST00000382518	ENST00000382518.6	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	12	6199715	6238271	protein_coding
ENSG00000010278	ENSG00000010278.15	ENST00000382519	ENST00000382519.9	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	12	6199715	6238271	protein_coding
ENSG00000206013	ENSG00000206013.2	ENST00000382614	ENST00000382614.2	IFITM5	interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:HGNC:16644]	11	298200	299526	protein_coding
ENSG00000111218	ENSG00000111218.12	ENST00000382622	ENST00000382622.4	PRMT8	protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188]	12	3381349	3593973	protein_coding
ENSG00000051180	ENSG00000051180.17	ENST00000382643	ENST00000382643.7	RAD51	RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]	15	40694774	40732340	protein_coding
ENSG00000151062	ENSG00000151062.15	ENST00000382722	ENST00000382722.10	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4 [Source:HGNC Symbol;Acc:HGNC:20202]	12	1791963	1918666	protein_coding
ENSG00000174963	ENSG00000174963.18	ENST00000383075	ENST00000383075.8	ZIC4	Zic family member 4 [Source:HGNC Symbol;Acc:HGNC:20393]	3	147386046	147406809	protein_coding
ENSG00000114698	ENSG00000114698.15	ENST00000383083	ENST00000383083.6	PLSCR4	phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]	3	146192335	146251179	protein_coding
ENSG00000118007	ENSG00000118007.13	ENST00000383202	ENST00000383202.7	STAG1	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]	3	136336236	136752403	protein_coding
ENSG00000182923	ENSG00000182923.20	ENST00000383229	ENST00000383229.8	CEP63	centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815]	3	134485699	134587789	protein_coding
ENSG00000114670	ENSG00000114670.14	ENST00000383366	ENST00000383366.9	NEK11	NIMA related kinase 11 [Source:HGNC Symbol;Acc:HGNC:18593]	3	131026850	131350465	protein_coding
ENSG00000183624	ENSG00000183624.14	ENST00000383463	ENST00000383463.9	HMCES	5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]	3	129278828	129306186	protein_coding
ENSG00000159650	ENSG00000159650.9	ENST00000383579	ENST00000383579.3	UROC1	urocanate hydratase 1 [Source:HGNC Symbol;Acc:HGNC:26444]	3	126481166	126517773	protein_coding
ENSG00000114544	ENSG00000114544.17	ENST00000383598	ENST00000383598.6	SLC41A3	solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046]	3	126006357	126101561	protein_coding
ENSG00000163840	ENSG00000163840.10	ENST00000383661	ENST00000383661.3	DTX3L	deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]	3	122564338	122575203	protein_coding
ENSG00000121594	ENSG00000121594.12	ENST00000383669	ENST00000383669.3	CD80	CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700]	3	119524293	119559614	protein_coding
ENSG00000181847	ENSG00000181847.12	ENST00000383671	ENST00000383671.8	TIGIT	T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]	3	114276913	114310288	protein_coding
ENSG00000163607	ENSG00000163607.18	ENST00000383677	ENST00000383677.7	GTPBP8	GTP binding protein 8 (putative) [Source:HGNC Symbol;Acc:HGNC:25007]	3	112990984	113015060	protein_coding
ENSG00000163607	ENSG00000163607.18	ENST00000383678	ENST00000383678.8	GTPBP8	GTP binding protein 8 (putative) [Source:HGNC Symbol;Acc:HGNC:25007]	3	112990984	113015060	protein_coding
ENSG00000186265	ENSG00000186265.10	ENST00000383680	ENST00000383680.4	BTLA	B and T lymphocyte associated [Source:HGNC Symbol;Acc:HGNC:21087]	3	112463966	112499472	protein_coding
ENSG00000091972	ENSG00000091972.18	ENST00000383681	ENST00000383681.7	CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	3	112332347	112362812	protein_coding
ENSG00000242242	ENSG00000242242.7	ENST00000383686	ENST00000383686.3	NECTIN3-AS1	NECTIN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40813]	3	110888384	111071553	lncRNA
ENSG00000206535	ENSG00000206535.8	ENST00000383693	ENST00000383693.8	LNP1	leukemia NUP98 fusion partner 1 [Source:HGNC Symbol;Acc:HGNC:28014]	3	100401532	100456319	protein_coding
