NCBI GeneID	Symbol	Description	Gene Type
18030	Nfil3	nuclear factor, interleukin 3, regulated	PROTEIN_CODING
18034	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	PROTEIN_CODING
18073	Nid1	nidogen 1	PROTEIN_CODING
18095	Nkx3-1	NK3 homeobox 1	PROTEIN_CODING
18104	Nqo1	NAD(P)H dehydrogenase, quinone 1	PROTEIN_CODING
18124	Nr4a3	nuclear receptor subfamily 4, group A, member 3	PROTEIN_CODING
18132	Notch4	notch 4	PROTEIN_CODING
18140	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	PROTEIN_CODING
18148	Npm1	nucleophosmin 1	PROTEIN_CODING
18158	Nppb	natriuretic peptide type B	PROTEIN_CODING
18166	Npy1r	neuropeptide Y receptor Y1	PROTEIN_CODING
18167	Npy2r	neuropeptide Y receptor Y2	PROTEIN_CODING
18174	Slc11a2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	PROTEIN_CODING
18176	Nras	neuroblastoma ras oncogene	PROTEIN_CODING
18185	Nrl	neural retina leucine zipper gene	PROTEIN_CODING
18198	Musk	muscle, skeletal, receptor tyrosine kinase	PROTEIN_CODING
18222	Numb	NUMB endocytic adaptor protein	PROTEIN_CODING
18260	Ocln	occludin	PROTEIN_CODING
18263	Odc1	ornithine decarboxylase, structural 1	PROTEIN_CODING
18387	Oprk1	opioid receptor, kappa 1	PROTEIN_CODING
18389	Oprl1	opioid receptor-like 1	PROTEIN_CODING
18413	Osm	oncostatin M	PROTEIN_CODING
18416	Otc	ornithine transcarbamylase	PROTEIN_CODING
18423	Otx1	orthodenticle homeobox 1	PROTEIN_CODING
18430	Oxtr	oxytocin receptor	PROTEIN_CODING
18438	P2rx4	purinergic receptor P2X, ligand-gated ion channel 4	PROTEIN_CODING
18441	P2ry1	purinergic receptor P2Y, G-protein coupled 1	PROTEIN_CODING
18442	P2ry2	purinergic receptor P2Y, G-protein coupled 2	PROTEIN_CODING
18457	Bloc1s6	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin	PROTEIN_CODING
18472	Pafah1b1	platelet-activating factor acetylhydrolase, isoform 1b, subunit 1	PROTEIN_CODING
18477	Prdx1	peroxiredoxin 1	PROTEIN_CODING
18478	Pah	phenylalanine hydroxylase	PROTEIN_CODING
18503	Pax1	paired box 1	PROTEIN_CODING
18510	Pax8	paired box 8	PROTEIN_CODING
18511	Pax9	paired box 9	PROTEIN_CODING
18514	Pbx1	pre B cell leukemia homeobox 1	PROTEIN_CODING
18519	Kat2b	K(lysine) acetyltransferase 2B	PROTEIN_CODING
18534	Pck1	phosphoenolpyruvate carboxykinase 1, cytosolic	PROTEIN_CODING
18548	Pcsk1	proprotein convertase subtilisin/kexin type 1	PROTEIN_CODING
18549	Pcsk2	proprotein convertase subtilisin/kexin type 2	PROTEIN_CODING
18550	Furin	furin (paired basic amino acid cleaving enzyme)	PROTEIN_CODING
18590	Pdgfa	platelet derived growth factor, alpha	PROTEIN_CODING
18605	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	PROTEIN_CODING
18606	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	PROTEIN_CODING
18610	Pdyn	prodynorphin	PROTEIN_CODING
18612	Etv4	ets variant 4	PROTEIN_CODING
18616	Peg3	paternally expressed 3	PROTEIN_CODING
18619	Penk	preproenkephalin	PROTEIN_CODING
18643	Pfn1	profilin 1	PROTEIN_CODING
18654	Pgf	placental growth factor	PROTEIN_CODING
18655	Pgk1	phosphoglycerate kinase 1	PROTEIN_CODING
18693	Pick1	protein interacting with C kinase 1	PROTEIN_CODING
18712	Pim1	proviral integration site 1	PROTEIN_CODING
18733	Pirb	paired Ig-like receptor B	PROTEIN_CODING
18740	Pitx1	paired-like homeodomain transcription factor 1	PROTEIN_CODING
18746	Pkm	pyruvate kinase, muscle	PROTEIN_CODING
18759	Prkci	protein kinase C, iota	PROTEIN_CODING
18760	Prkd1	protein kinase D1	PROTEIN_CODING
18775	Prl3d1	prolactin family 3, subfamily d, member 1	PROTEIN_CODING
18780	Pla2g2a	phospholipase A2, group IIA (platelets, synovial fluid)	PROTEIN_CODING
18795	Plcb1	phospholipase C, beta 1	PROTEIN_CODING
18803	Plcg1	phospholipase C, gamma 1	PROTEIN_CODING
18805	Pld1	phospholipase D1	PROTEIN_CODING
18806	Pld2	phospholipase D2	PROTEIN_CODING
18817	Plk1	polo like kinase 1	PROTEIN_CODING
18829	Ccl21a	chemokine (C-C motif) ligand 21A (serine)	PROTEIN_CODING
18830	Pltp	phospholipid transfer protein	PROTEIN_CODING
18854	Pml	promyelocytic leukemia	PROTEIN_CODING
18935	Phox2b	paired-like homeobox 2b	PROTEIN_CODING
18970	Polb	polymerase (DNA directed), beta	PROTEIN_CODING
18975	Polg	polymerase (DNA directed), gamma	PROTEIN_CODING
18979	Pon1	paraoxonase 1	PROTEIN_CODING
18986	Pou2f1	POU domain, class 2, transcription factor 1	PROTEIN_CODING
18991	Pou3f1	POU domain, class 3, transcription factor 1	PROTEIN_CODING
18992	Pou3f2	POU domain, class 3, transcription factor 2	PROTEIN_CODING
18997	Pou4f2	POU domain, class 4, transcription factor 2	PROTEIN_CODING
19014	Med1	mediator complex subunit 1	PROTEIN_CODING
19047	Ppp1cc	protein phosphatase 1 catalytic subunit gamma	PROTEIN_CODING
19049	Ppp1r1b	protein phosphatase 1, regulatory inhibitor subunit 1B	PROTEIN_CODING
19052	Ppp2ca	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	PROTEIN_CODING
19055	Ppp3ca	protein phosphatase 3, catalytic subunit, alpha isoform	PROTEIN_CODING
19058	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	PROTEIN_CODING
19063	Ppt1	palmitoyl-protein thioesterase 1	PROTEIN_CODING
19064	Ppy	pancreatic polypeptide	PROTEIN_CODING
19084	Prkar1a	protein kinase, cAMP dependent regulatory, type I, alpha	PROTEIN_CODING
19126	Prom1	prominin 1	PROTEIN_CODING
19132	Prph	peripherin	PROTEIN_CODING
19156	Psap	prosaposin	PROTEIN_CODING
19165	Psen2	presenilin 2	PROTEIN_CODING
19204	Ptafr	platelet-activating factor receptor	PROTEIN_CODING
19215	Ptgds	prostaglandin D2 synthase (brain)	PROTEIN_CODING
19216	Ptger1	prostaglandin E receptor 1 (subtype EP1)	PROTEIN_CODING
192167	Nlgn1	neuroligin 1	PROTEIN_CODING
192176	Flna	filamin, alpha	PROTEIN_CODING
19218	Ptger3	prostaglandin E receptor 3 (subtype EP3)	PROTEIN_CODING
192199	Rspo1	R-spondin 1	PROTEIN_CODING
19222	Ptgir	prostaglandin I receptor (IP)	PROTEIN_CODING
19226	Pth	parathyroid hormone	PROTEIN_CODING
19229	Ptk2b	PTK2 protein tyrosine kinase 2 beta	PROTEIN_CODING
19241	Tmsb4x	thymosin, beta 4, X chromosome	PROTEIN_CODING
19242	Ptn	pleiotrophin	PROTEIN_CODING
19255	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	PROTEIN_CODING
19260	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	PROTEIN_CODING
19262	Ptpra	protein tyrosine phosphatase, receptor type, A	PROTEIN_CODING
192656	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	PROTEIN_CODING
19288	Ptx3	pentraxin related gene	PROTEIN_CODING
192897	Itgb4	integrin beta 4	PROTEIN_CODING
19303	Pxn	paxillin	PROTEIN_CODING
19339	Rab3a	RAB3A, member RAS oncogene family	PROTEIN_CODING
19349	Rab7	RAB7, member RAS oncogene family	PROTEIN_CODING
19354	Rac2	Rac family small GTPase 2	PROTEIN_CODING
19361	Rad51	RAD51 recombinase	PROTEIN_CODING
193740	Hspa1a	heat shock protein 1A	PROTEIN_CODING
19417	Rasgrf1	RAS protein-specific guanine nucleotide-releasing factor 1	PROTEIN_CODING
19434	Rax	retina and anterior neural fold homeobox	PROTEIN_CODING
194388	Tet3	tet methylcytosine dioxygenase 3	PROTEIN_CODING
19650	Rbl1	RB transcriptional corepressor like 1	PROTEIN_CODING
19651	Rbl2	RB transcriptional corepressor like 2	PROTEIN_CODING
19662	Rbp4	retinol binding protein 4, plasma	PROTEIN_CODING
19702	Ren2	renin 2 tandem duplication of Ren1	PROTEIN_CODING
19733	Rgn	regucalcin	PROTEIN_CODING
19735	Rgs2	regulator of G-protein signaling 2	PROTEIN_CODING
19739	Rgs9	regulator of G-protein signaling 9	PROTEIN_CODING
19744	Rheb	Ras homolog enriched in brain	PROTEIN_CODING
19773	Rln1	relaxin 1	PROTEIN_CODING
19876	Robo1	roundabout guidance receptor 1	PROTEIN_CODING
19882	Mst1r	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	PROTEIN_CODING
19934	Rpl22	ribosomal protein L22	PROTEIN_CODING
20020	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	PROTEIN_CODING
20104	Rps6	ribosomal protein S6	PROTEIN_CODING
20182	Rxrb	retinoid X receptor beta	PROTEIN_CODING
20185	Ncor1	nuclear receptor co-repressor 1	PROTEIN_CODING
20192	Ryr3	ryanodine receptor 3	PROTEIN_CODING
20201	S100a8	S100 calcium binding protein A8 (calgranulin A)	PROTEIN_CODING
20218	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	PROTEIN_CODING
20238	Atxn1	ataxin 1	PROTEIN_CODING
20264	Scn10a	sodium channel, voltage-gated, type X, alpha	PROTEIN_CODING
20265	Scn1a	sodium channel, voltage-gated, type I, alpha	PROTEIN_CODING
20277	Scnn1b	sodium channel, nonvoltage-gated 1 beta	PROTEIN_CODING
20289	Scx	scleraxis	PROTEIN_CODING
20292	Ccl11	chemokine (C-C motif) ligand 11	PROTEIN_CODING
20310	Cxcl2	chemokine (C-X-C motif) ligand 2	PROTEIN_CODING
20312	Cx3cl1	chemokine (C-X3-C motif) ligand 1	PROTEIN_CODING
20317	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	PROTEIN_CODING
20319	Sfrp2	secreted frizzled-related protein 2	PROTEIN_CODING
20377	Sfrp1	secreted frizzled-related protein 1	PROTEIN_CODING
20388	Sftpb	surfactant associated protein B	PROTEIN_CODING
20397	Sgpl1	sphingosine phosphate lyase 1	PROTEIN_CODING
20400	Sh2d1a	SH2 domain containing 1A	PROTEIN_CODING
20464	Sim1	single-minded family bHLH transcription factor 1	PROTEIN_CODING
20466	Sin3a	transcriptional regulator, SIN3A (yeast)	PROTEIN_CODING
20471	Six1	sine oculis-related homeobox 1	PROTEIN_CODING
20472	Six2	sine oculis-related homeobox 2	PROTEIN_CODING
20473	Six3	sine oculis-related homeobox 3	PROTEIN_CODING
20495	Slc12a1	solute carrier family 12, member 1	PROTEIN_CODING
20497	Slc12a3	solute carrier family 12, member 3	PROTEIN_CODING
20505	Slc34a1	solute carrier family 34 (sodium phosphate), member 1	PROTEIN_CODING
20508	Slc18a3	solute carrier family 18 (vesicular monoamine), member 3	PROTEIN_CODING
20510	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	PROTEIN_CODING
20520	Slc22a5	solute carrier family 22 (organic cation transporter), member 5	PROTEIN_CODING
20526	Slc2a2	solute carrier family 2 (facilitated glucose transporter), member 2	PROTEIN_CODING
20527	Slc2a3	solute carrier family 2 (facilitated glucose transporter), member 3	PROTEIN_CODING
20533	Slc4a1	solute carrier family 4 (anion exchanger), member 1	PROTEIN_CODING
20563	Slit2	slit guidance ligand 2	PROTEIN_CODING
20583	Snai2	snail family zinc finger 2	PROTEIN_CODING
20606	Sstr2	somatostatin receptor 2	PROTEIN_CODING
20612	Siglec1	sialic acid binding Ig-like lectin 1, sialoadhesin	PROTEIN_CODING
20646	Snrpn	small nuclear ribonucleoprotein N	PROTEIN_CODING
20661	Sort1	sortilin 1	PROTEIN_CODING
20664	Sox1	SRY (sex determining region Y)-box 1	PROTEIN_CODING
20666	Sox11	SRY (sex determining region Y)-box 11	PROTEIN_CODING
20671	Sox17	SRY (sex determining region Y)-box 17	PROTEIN_CODING
20677	Sox4	SRY (sex determining region Y)-box 4	PROTEIN_CODING
20679	Sox6	SRY (sex determining region Y)-box 6	PROTEIN_CODING
20788	Srebf2	sterol regulatory element binding factor 2	PROTEIN_CODING
20845	Star	steroidogenic acute regulatory protein	PROTEIN_CODING
20847	Stat2	signal transducer and activator of transcription 2	PROTEIN_CODING
208650	Cblb	Casitas B-lineage lymphoma b	PROTEIN_CODING
208727	Hdac4	histone deacetylase 4	PROTEIN_CODING
20893	Bhlhe40	basic helix-loop-helix family, member e40	PROTEIN_CODING
20899	Stra8	stimulated by retinoic acid gene 8	PROTEIN_CODING
20907	Stx1a	syntaxin 1A (brain)	PROTEIN_CODING
20910	Stxbp1	syntaxin binding protein 1	PROTEIN_CODING
20927	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	PROTEIN_CODING
20964	Syn1	synapsin I	PROTEIN_CODING
20965	Syn2	synapsin II	PROTEIN_CODING
20971	Sdc4	syndecan 4	PROTEIN_CODING
21367	Cntn2	contactin 2	PROTEIN_CODING
21374	Tbp	TATA box binding protein	PROTEIN_CODING
21385	Tbx2	T-box 2	PROTEIN_CODING
21386	Tbx3	T-box 3	PROTEIN_CODING
21390	Tbxa2r	thromboxane A2 receptor	PROTEIN_CODING
21405	Hnf1a	HNF1 homeobox A	PROTEIN_CODING
214084	Slc18a2	solute carrier family 18 (vesicular monoamine), member 2	PROTEIN_CODING
21410	Hnf1b	HNF1 homeobox B	PROTEIN_CODING
21413	Tcf4	transcription factor 4	PROTEIN_CODING
21416	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	PROTEIN_CODING
21417	Zeb1	zinc finger E-box binding homeobox 1	PROTEIN_CODING
21425	Tfeb	transcription factor EB	PROTEIN_CODING
214384	Myocd	myocardin	PROTEIN_CODING
214763	Cgas	cyclic GMP-AMP synthase	PROTEIN_CODING
216233	Socs2	suppressor of cytokine signaling 2	PROTEIN_CODING
21667	Tdgf1	teratocarcinoma-derived growth factor 1	PROTEIN_CODING
21672	Prdx2	peroxiredoxin 2	PROTEIN_CODING
216850	Kdm6b	KDM1 lysine (K)-specific demethylase 6B	PROTEIN_CODING
217166	Nr1d1	nuclear receptor subfamily 1, group D, member 1	PROTEIN_CODING
21824	Thbd	thrombomodulin	PROTEIN_CODING
21826	Thbs2	thrombospondin 2	PROTEIN_CODING
21832	Thpo	thrombopoietin	PROTEIN_CODING
21847	Klf10	Kruppel-like factor 10	PROTEIN_CODING
21849	Trim28	tripartite motif-containing 28	PROTEIN_CODING
21858	Timp2	tissue inhibitor of metalloproteinase 2	PROTEIN_CODING
21894	Tln1	talin 1	PROTEIN_CODING
21936	Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	PROTEIN_CODING
21940	Cd27	CD27 antigen	PROTEIN_CODING
21944	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	PROTEIN_CODING
21950	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	PROTEIN_CODING
21984	Tpbpa	trophoblast specific protein alpha	PROTEIN_CODING
21990	Tph1	tryptophan hydroxylase 1	PROTEIN_CODING
22027	Hsp90b1	heat shock protein 90, beta (Grp94), member 1	PROTEIN_CODING
22030	Traf2	TNF receptor-associated factor 2	PROTEIN_CODING
22031	Traf3	TNF receptor-associated factor 3	PROTEIN_CODING
22041	Trf	transferrin	PROTEIN_CODING
22042	Tfrc	transferrin receptor	PROTEIN_CODING
22063	Trpc1	transient receptor potential cation channel, subfamily C, member 1	PROTEIN_CODING
22065	Trpc3	transient receptor potential cation channel, subfamily C, member 3	PROTEIN_CODING
22067	Trpc5	transient receptor potential cation channel, subfamily C, member 5	PROTEIN_CODING
22094	Tshb	thyroid stimulating hormone, beta subunit	PROTEIN_CODING
22095	Tshr	thyroid stimulating hormone receptor	PROTEIN_CODING
22164	Tnfsf4	tumor necrosis factor (ligand) superfamily, member 4	PROTEIN_CODING
22166	Txn1	thioredoxin 1	PROTEIN_CODING
22174	Tyro3	TYRO3 protein tyrosine kinase 3	PROTEIN_CODING
22177	Tyrobp	TYRO protein tyrosine kinase binding protein	PROTEIN_CODING
22190	Ubc	ubiquitin C	PROTEIN_CODING
22196	Ube2i	ubiquitin-conjugating enzyme E2I	PROTEIN_CODING
22218	Sumo1	small ubiquitin-like modifier 1	PROTEIN_CODING
22229	Ucp3	uncoupling protein 3 (mitochondrial, proton carrier)	PROTEIN_CODING
22241	Ulk1	unc-51 like kinase 1	PROTEIN_CODING
22242	Umod	uromodulin	PROTEIN_CODING
22255	Uncx	UNC homeobox	PROTEIN_CODING
22256	Ung	uracil DNA glycosylase	PROTEIN_CODING
22289	Kdm6a	lysine (K)-specific demethylase 6A	PROTEIN_CODING
22295	Cdh23	cadherin 23 (otocadherin)	PROTEIN_CODING
22318	Vamp2	vesicle-associated membrane protein 2	PROTEIN_CODING
22323	Vasp	vasodilator-stimulated phosphoprotein	PROTEIN_CODING
22333	Vdac1	voltage-dependent anion channel 1	PROTEIN_CODING
22341	Vegfc	vascular endothelial growth factor C	PROTEIN_CODING
22350	Ezr	ezrin	PROTEIN_CODING
22355	Vipr2	vasoactive intestinal peptide receptor 2	PROTEIN_CODING
22359	Vldlr	very low density lipoprotein receptor	PROTEIN_CODING
22370	Vtn	vitronectin	PROTEIN_CODING
223701	Mrtfa	myocardin related transcription factor A	PROTEIN_CODING
223864	Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3	PROTEIN_CODING
22410	Wnt10b	wingless-type MMTV integration site family, member 10B	PROTEIN_CODING
22411	Wnt11	wingless-type MMTV integration site family, member 11	PROTEIN_CODING
22412	Wnt9b	wingless-type MMTV integration site family, member 9B	PROTEIN_CODING
224129	Adcy5	adenylate cyclase 5	PROTEIN_CODING
22413	Wnt2	wingless-type MMTV integration site family, member 2	PROTEIN_CODING
22415	Wnt3	wingless-type MMTV integration site family, member 3	PROTEIN_CODING
22421	Wnt7a	wingless-type MMTV integration site family, member 7A	PROTEIN_CODING
22422	Wnt7b	wingless-type MMTV integration site family, member 7B	PROTEIN_CODING
22436	Xdh	xanthine dehydrogenase	PROTEIN_CODING
225471	Ticam2	toll-like receptor adaptor molecule 2	PROTEIN_CODING
22589	Atrx	ATRX, chromatin remodeler	PROTEIN_CODING
22590	Xpa	xeroderma pigmentosum, complementation group A	PROTEIN_CODING
22596	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5	PROTEIN_CODING
22608	Ybx1	Y box protein 1	PROTEIN_CODING
22637	Zap70	zeta-chain (TCR) associated protein kinase	PROTEIN_CODING
226519	Lamc1	laminin, gamma 1	PROTEIN_CODING
226641	Atf6	activating transcription factor 6	PROTEIN_CODING
22695	Zfp36	zinc finger protein 36	PROTEIN_CODING
227289	Gpbar1	G protein-coupled bile acid receptor 1	PROTEIN_CODING
227753	Gsn	gelsolin	PROTEIN_CODING
22784	Slc30a3	solute carrier family 30 (zinc transporter), member 3	PROTEIN_CODING
22788	Zp3	zona pellucida glycoprotein 3	PROTEIN_CODING
228775	Trib3	tribbles pseudokinase 3	PROTEIN_CODING
230073	Rigi	RNA sensor RIG-I	PROTEIN_CODING
230738	Zc3h12a	zinc finger CCCH type containing 12A	PROTEIN_CODING
230824	Grhl3	grainyhead like transcription factor 3	PROTEIN_CODING
232333	Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	PROTEIN_CODING
233081	Ffar1	free fatty acid receptor 1	PROTEIN_CODING
233908	Fus	fused in sarcoma	PROTEIN_CODING
234779	Plcg2	phospholipase C, gamma 2	PROTEIN_CODING
234839	Piezo1	piezo-type mechanosensitive ion channel component 1	PROTEIN_CODING
235320	Zbtb16	zinc finger and BTB domain containing 16	PROTEIN_CODING
238447	Igha	immunoglobulin heavy constant alpha	OTHER
23872	Ets2	E26 avian leukemia oncogene 2, 3' domain	PROTEIN_CODING
23886	Gdf15	growth differentiation factor 15	PROTEIN_CODING
23892	Grem1	gremlin 1, DAN family BMP antagonist	PROTEIN_CODING
23939	Mapk7	mitogen-activated protein kinase 7	PROTEIN_CODING
239528	Ago2	argonaute RISC catalytic subunit 2	PROTEIN_CODING
23957	Nr0b2	nuclear receptor subfamily 0, group B, member 2	PROTEIN_CODING
23985	Slc26a4	solute carrier family 26, member 4	PROTEIN_CODING
24063	Spry1	sprouty RTK signaling antagonist 1	PROTEIN_CODING
24136	Zeb2	zinc finger E-box binding homeobox 2	PROTEIN_CODING
243764	Chrm2	cholinergic receptor, muscarinic 2, cardiac	PROTEIN_CODING
245000	Atr	ataxia telangiectasia and Rad3 related	PROTEIN_CODING
246278	Cd207	CD207 antigen	PROTEIN_CODING
246788	Trpv3	transient receptor potential cation channel, subfamily V, member 3	PROTEIN_CODING
257630	Il17f	interleukin 17F	PROTEIN_CODING
26362	Axl	AXL receptor tyrosine kinase	PROTEIN_CODING
26365	Ceacam1	CEA cell adhesion molecule 1	PROTEIN_CODING
26379	Esrra	estrogen related receptor, alpha	PROTEIN_CODING
26381	Esrrg	estrogen-related receptor gamma	PROTEIN_CODING
26383	Fto	fat mass and obesity associated	PROTEIN_CODING
26395	Map2k1	mitogen-activated protein kinase kinase 1	PROTEIN_CODING
26396	Map2k2	mitogen-activated protein kinase kinase 2	PROTEIN_CODING
26410	Map3k8	mitogen-activated protein kinase kinase kinase 8	PROTEIN_CODING
26424	Nr5a2	nuclear receptor subfamily 5, group A, member 2	PROTEIN_CODING
26556	Homer1	homer scaffolding protein 1	PROTEIN_CODING
26570	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	PROTEIN_CODING
268373	Ppia	peptidylprolyl isomerase A	PROTEIN_CODING
268697	Ccnb1	cyclin B1	PROTEIN_CODING
268902	Robo2	roundabout guidance receptor 2	PROTEIN_CODING
268903	Nrip1	nuclear receptor interacting protein 1	PROTEIN_CODING
26903	Dysf	dysferlin	PROTEIN_CODING
26926	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	PROTEIN_CODING
26927	Foxl2	forkhead box L2	PROTEIN_CODING
26941	Slc9a3r1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	PROTEIN_CODING
269523	Vcp	valosin containing protein	PROTEIN_CODING
26972	Spo11	SPO11 initiator of meiotic double stranded breaks	PROTEIN_CODING
270190	Ephb1	Eph receptor B1	PROTEIN_CODING
27056	Irf5	interferon regulatory factor 5	PROTEIN_CODING
27103	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	PROTEIN_CODING
27223	Trp53bp1	transformation related protein 53 binding protein 1	PROTEIN_CODING
27354	Nbn	nibrin	PROTEIN_CODING
27364	Srr	serine racemase	PROTEIN_CODING
27401	Skp2	S-phase kinase-associated protein 2	PROTEIN_CODING
27421	Abcc6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	PROTEIN_CODING
279028	Adamts13	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13	PROTEIN_CODING
29875	Iqgap1	IQ motif containing GTPase activating protein 1	PROTEIN_CODING
30878	Apln	apelin	PROTEIN_CODING
30931	Tor1a	torsin family 1, member A (torsin A)	PROTEIN_CODING
330953	Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4	PROTEIN_CODING
332579	Card9	caspase recruitment domain family, member 9	PROTEIN_CODING
378435	Mafa	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)	PROTEIN_CODING
381853	Gipr	gastric inhibitory polypeptide receptor	PROTEIN_CODING
383619	Aim2	absent in melanoma 2	PROTEIN_CODING
384061	Fndc5	fibronectin type III domain containing 5	PROTEIN_CODING
387150	Mir132	microRNA 132	ncRNA
387163	Mir145a	microRNA 145a	ncRNA
387222	Mir29a	microRNA 29a	ncRNA
387231	Mir122	microRNA 122	ncRNA
432530	Adcy1	adenylate cyclase 1	PROTEIN_CODING
50701	Elane	elastase, neutrophil expressed	PROTEIN_CODING
50723	Icosl	icos ligand	PROTEIN_CODING
50754	Fbxw7	F-box and WD-40 domain protein 7	PROTEIN_CODING
